Cell,ATF2(+),ATF4(+),BCL11A(+),BCLAF1(+),BPTF(+),CHURC1(+),CREB3L2(+),CUX1(+),DBP(+),DNMT1(+),E2F4(+),ELF1(+),ELF2(+),ELK3(+),EP300(+),ERF(+),ETS1(+),ETS2(+),ETV7(+),FLI1(+),FOXJ2(+),GPBP1L1(+),HES1(+),HLTF(+),HMGXB4(+),HOXB2(+),HSF1(+),IKZF1(+),ING4(+),JUN(+),JUND(+),KLF10(+),KLF12(+),KLF13(+),KLF2(+),KLF3(+),KLF4(+),KLF6(+),MAFB(+),MAFG(+),MAX(+),MECP2(+),MXD4(+),MYC(+),MZF1(+),NFATC1(+),NFE2L1(+),NFIC(+),NFKB2(+),NFYA(+),NR1H3(+),NR3C1(+),PATZ1(+),PLAGL2(+),PRDM1(+),RELA(+),RFXANK(+),RFXAP(+),RXRA(+),SP2(+),SPIB(+),SREBF2(+),STAT1(+),STAT3(+),STAT5A(+),TBX21(+),TCF3(+),TCF7(+),TCF7L2(+),TFDP1(+),TFDP2(+),USF2(+),YY1(+),ZBTB7A(+),ZBTB7B(+),ZNF18(+),ZNF576(+),ZNF580(+),ZNF740(+),ZNF846(+),ZNF880(+),ZNF90(+)
84,0.0,0.0075656430796617715,0.0,0.002118380062305296,0.01499221183800623,0.00017087950366076476,0.0,0.0,0.007995846313603323,0.0,0.01005629338142865,0.0028472850299802364,0.0,0.0,0.02119601734774907,0.0,0.0,0.015991692627206646,0.0,0.023234683281412254,0.0,0.0,0.02654465212876428,0.0,0.0,0.025244387152218283,0.0,0.0026152840275374023,0.0,0.011604816818786322,0.0,0.026739356178608516,0.0,0.0,0.015311420518363109,0.03206969562109749,0.014167037531523513,0.01184435465952015,0.0,0.0,0.05996884735202492,0.0,0.04845967462789893,0.011033229491173416,0.18561786085150572,0.03951771085727472,0.0,0.07819314641744549,0.028037383177570093,0.0,0.0,0.015807084342909887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050403386851984984,0.024484888233043667,0.0,0.014710972654897889,0.0014537902388369677,0.0,0.0009691934925579786,0.0,0.0,0.00022130296375738387,0.0,0.016989731164185992,0.03270370808522944,0.0,0.022650571131879543,0.1142263759086189,0.017999307718933887,0.0,0.0075656430796617715,0.0,0.0,0.03098241492603374
85,0.0,0.015279632102062008,0.0,0.004278296988577362,0.018302180685358254,0.0008412529410991496,0.0,0.0,0.009761163032191069,0.0,0.026397770126250206,0.004589153518909322,0.0,0.025013743815283124,0.024433449392217945,0.0,0.0,0.019522326064382138,0.04476143630103296,0.026674454828660436,0.0,0.0,0.031109380408445828,0.0,0.0,0.0,0.0,0.004615207107418946,0.0,0.013517698711992859,0.0,0.012028383523710627,0.0,0.0,0.017891580308135716,0.025259268249922456,0.018024032042723633,0.01413432368825586,0.0,0.0,0.07320872274143302,0.0,0.05457482404522903,0.017782969885773624,0.0,0.0,0.0,0.08920041536863967,0.005927656628591208,0.0,0.0,0.018806968962732203,0.0,0.0,0.0,0.0,0.03271028037383177,0.0,0.0,0.0,0.06278456745746465,0.02732688418866481,0.0,0.02371062651436483,0.006749740394600207,0.0,0.004499826929733472,0.0,0.0,0.001089491513882505,0.0,0.01998961578400831,0.008977746230792486,0.0,0.05059060228452752,0.1325718241606092,0.020620086040646787,0.0,0.015279632102062008,0.0,0.0,0.00805202321978789
86,0.0,0.033229491173416406,0.0,0.012710280373831775,0.02641484942886812,0.0024580359372740777,0.0,0.0,0.014087919695396332,0.0,0.014920478767010985,0.00904431715405487,0.0,0.0034817665383910573,0.035061999877832754,0.0,0.0,0.028175839390792663,0.0,0.0347871235721703,0.0,0.0,0.04359207338179301,0.0036344755970924196,0.0,0.0,0.0010643821391484944,0.009268874274066382,0.0004019696512913275,0.01807217941010366,0.0,0.015634014076381677,0.0,0.0,0.01799224362642253,0.0442070909360629,0.027147307521139297,0.014909738943530725,0.0,0.0,0.10565939771547248,0.0003279226102639777,0.06888196607822776,0.03348909657320872,0.0,0.0,0.0,0.11505711318795431,0.011163032191069575,0.0043980208905992305,0.0,0.026018230068074306,0.0,0.0,0.20430944963655245,0.0,0.0,0.0,0.0,0.0,0.09241952232606439,0.03410395146745368,0.0,0.0446521287642783,0.019314641744548288,0.0,0.012876427829698858,0.0,0.007095880927656628,0.016546652367090547,0.0,0.02956617053190262,0.024172877479395876,0.0,0.03420301142263759,0.1758393907926618,0.026801166988082877,0.0,0.033229491173416406,0.0,0.0,0.010248029552457315
87,0.0,0.02655392375018543,0.0,0.008930425752855659,0.02342938733125649,0.0018402408086543897,0.0,0.0,0.012495673243336794,0.0,0.013663442094332404,0.05439989280809299,0.0,0.002046301386598253,0.030022600940687802,0.0,0.10014278296988577,0.024991346486673588,0.0,0.03180166147455867,0.0,0.0,0.03865957078573901,0.08546209761163032,0.0,0.0,0.00046728971962616824,0.019980000769201183,0.0,0.028164908637117195,0.0,0.01430714203299873,0.0,0.0,0.012143175027020154,0.03003331040714218,0.023772437323839192,0.013163920971128252,0.0,0.0,0.09371754932502596,0.0,0.06368985808238145,0.02764797507788162,0.0,0.03784469828083535,0.0,0.10560747663551402,0.009215991692627207,0.0015881742104941665,0.0,0.023306795892465676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08147615624251138,0.10930753675465923,0.0,0.03686396677050883,0.014641744548286604,0.0,0.009761163032191069,0.0,0.003115264797507788,0.00238326268661798,0.0,0.02558555440175378,0.011527794208499283,0.03449365659849203,0.03118509865005192,0.15957078573901004,0.024526529199426397,0.0,0.02655392375018543,0.0,0.0,0.009396864307236607
88,0.0,0.015724669930277407,0.0,0.004402907580477674,0.01862668743509865,0.011317480973224497,0.0,0.0,0.00993423329871928,0.0,0.011586598895993878,0.03175560245201487,0.0,0.0,0.02461670026265958,0.0,0.0,0.01986846659743856,0.0,0.026869158878504672,0.0,0.07515576323987538,0.031347352024922115,0.0,0.09688925007901034,0.0,0.0,0.004730587285104419,0.02706595652028272,0.01364522417153996,0.0,0.012114918656974732,0.0,0.0,0.014198825947824612,0.025394128197866517,0.01824655095683133,0.010805933060350886,0.0,0.0,0.0745067497403946,0.022080122424441167,0.054805584400599974,0.018172377985462097,0.0,0.0,0.0,0.08971962616822429,0.03651782623745241,0.0,0.0,0.01903772931810315,0.0,0.0,0.0,0.0,0.0,0.0,0.051531671858774664,0.0,0.06374311047208243,0.027436191725419466,0.0,0.024229837313949464,0.007061266874350987,0.0,0.004707511249567324,0.0,0.0,0.0011405614285957477,0.0,0.036921656859351566,0.00908290284842988,0.0,0.026285046728971962,0.13361024575977848,0.020768431983385256,0.0,0.015724669930277407,0.0,0.11778667853434209,0.008086069829596717
89,0.0,0.009345794392523364,0.0,0.002616822429906542,0.015835929387331256,0.00792618005441855,0.0,0.0,0.029248875043267567,0.028037383177570093,0.033229491173416406,0.003249254681271564,0.0,0.0,0.047553600879604176,0.0,0.0,0.01689165801315334,0.0,0.02407840083073728,0.0,0.0,0.02764797507788162,0.0,0.0,0.043792745371862354,0.007801142263759086,0.003076804738279297,0.0,0.012133136579767174,0.0,0.034960193838698514,0.1561863005269028,0.0,0.008884862356157416,0.023128481072406306,0.015057113187954309,0.01270592716538111,0.016249894754567652,0.0,0.06334371754932502,0.022817948297535116,0.049959616937810085,0.01259086188992731,0.0,0.0,0.0,0.08089304257528557,0.004196953963309103,0.03768859568749618,0.0,0.016614745586708203,0.0,0.0,0.17523364485981308,0.0,0.0,0.0,0.0,0.0,0.05351865164949277,0.06208668087664645,0.05100482560625496,0.016787815853236413,0.002596053997923157,0.0,0.0017307026652821046,0.0,0.0,0.014623018912891748,0.0,0.01773970231914157,0.016825058821982992,0.0,0.023559190031152647,0.11941848390446522,0.01864214013746724,0.0,0.009345794392523364,0.0,0.0,0.017227584563267114
90,0.0,0.0,0.0529595015576324,0.0,0.009410695742471444,0.0,0.0,0.0,0.04534440983039114,0.0,0.007678854457014811,3.349747094094396e-05,0.0,0.0,0.015881742104941664,0.0,0.0,0.010038075458636206,0.0,0.017588265835929387,0.0,0.10072689511941849,0.03398667358947733,0.0,0.0,0.0,0.006243509865005192,0.0266912811045729,0.0,0.008434898252901205,0.0,0.0209991923387562,0.0,0.07345871312641822,0.016090236717740056,0.017734083154643903,0.010421302477377244,0.006928856783976565,0.013499480789200415,0.0,0.037642782969885775,0.019511395310706673,0.03842159916926272,0.00012980269989615784,0.0,0.0,0.0,0.11827622014537903,4.326756663205262e-05,0.0,0.0,0.010845736702434522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243070532790159,0.01973001038421599,0.0,0.00017307026652821047,0.07414330218068536,0.0,0.0,0.0,0.0,0.057913283284816916,0.0,0.03438329295027114,0.005389276653916426,0.0,0.017004153686396677,0.08411214953271028,0.01369727537951837,0.0,0.0,0.0,0.0,0.027884173433430366
91,0.0,0.0,0.0,0.0,0.0,0.02159654034727973,0.0,0.0,0.01941848390446521,0.0,0.0013390173252445757,0.0199644926808026,0.0,0.0,0.01117830309693971,0.0,0.0,0.0,0.0,0.0025311526479750777,0.0,0.07281931464174454,0.003980616130148841,0.0,0.026908664048038287,0.0,0.007281931464174455,0.00490365755163263,0.0,0.021624674354630086,0.0,0.01848967347409715,0.0,0.0,0.0069192786148727405,0.008590578684036627,0.0018172377985462098,0.005758932012860103,0.0,0.0,0.14563862928348908,0.0,0.011538017768547364,0.0,0.0,0.09334256374754817,0.0,0.011838006230529595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000399392922757,0.04596381920533421,0.0,0.09709241952232607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001124956732433368,0.004416577940770535,0.0,0.0019470404984423676,0.00380754586362063,0.0022251891410769915,0.016549844236760123,0.0,0.0,0.08322207387627949,0.01618916296409785
92,0.0,0.009790832220738763,0.0,0.0027414330218068538,0.01616043613707165,0.0003549035845262037,0.0,0.0,0.00861889927310488,0.0,0.010493523528447287,0.003349747094094396,0.0,0.0,0.022264980758658605,0.0,0.0,0.01723779854620976,0.0,0.024273104880581518,0.0,0.0,0.04370024229837314,0.0,0.0,0.027965767894868765,0.0,0.0031921849159647704,0.0,0.012260662039314278,0.0,0.010961116880119996,0.0,0.0,0.0128266259774938,0.033121603215061156,0.042352766651832074,0.009740303908364962,0.0,0.0,0.0646417445482866,0.0,0.050305757470866505,0.012980269989615784,0.0,0.0,0.0,0.08151609553478713,0.004326756663205262,0.03756642844053509,0.0,0.01690319603092189,0.03989725091545062,0.0,0.0,0.0,0.0,0.13516787815853237,0.0,0.0,0.05431743749500759,0.025304694758703613,0.0,0.10505365178262374,0.0029075804776739354,0.0,0.0019383869851159572,0.0,0.0,0.00045962923241918186,0.0,0.01797046267451252,0.008057625826465293,0.0,0.023786344755970926,0.1208030460366909,0.018790486080205705,0.0,0.009790832220738763,0.0,0.0,0.007422160938324566
93,0.0,0.025218810265539238,0.0,0.03601246105919003,0.022715472481827623,0.0017219396138123217,0.0,0.0,0.012114918656974732,0.0328141225337487,0.03489643110892496,0.029343784544266907,0.0,0.0017408832691955286,0.028923095718037993,0.0,0.0,0.024229837313949464,0.0,0.030957943925233645,0.0,0.0,0.037383177570093455,0.0,0.0,0.0,0.010578920041536865,0.007192031075727857,0.026463002043345726,0.01597711828897269,0.0,0.013932156455520942,0.0,0.0,0.01595248691376862,0.029183692735094604,0.02295653463877763,0.030091553415228067,0.021834919031180712,0.0,0.0908618899273105,0.0,0.06218991577247029,0.0264797507788162,0.0,0.0,0.0,0.10290758047767394,0.008826583592938734,0.04917231690183862,0.0,0.022729895004038308,0.0,0.0,0.0,0.0,0.03155204089783529,0.0,0.0,0.0,0.07892004153686397,0.030988686669945892,0.0,0.035306334371754934,0.09449636552440291,0.0,0.009138110072689512,0.0,0.002163378331602631,0.015678463816965426,0.0,0.024575977847005884,0.01108087858354036,0.10257799449185065,0.0563343717549325,0.155417099342333,0.023883696780893044,0.0,0.025218810265539238,0.11541314345052663,0.0,0.022419692559113427
94,0.0,0.0,0.03641892894229343,0.0,0.037967289719626166,0.0,0.0,0.07320872274143302,0.0052267220491519556,0.0,0.02131496966715855,0.0001674873547047198,0.0,0.0,0.016339869281045753,0.0,0.03186656282450675,0.010453444098303911,0.0,0.018107476635514017,0.0,0.0,0.019686742817583938,0.0,0.0,0.0,0.007139148494288681,9.615014807122803e-05,0.014169430208019295,0.029130458545116686,0.0,0.024085612091842623,0.021153032575670166,0.0,0.009027910229512366,0.018165634988064894,0.02892745883400089,0.009046511311540084,0.01187168476888103,0.03399100034614053,0.03920041536863967,0.028447286440400066,0.102803738317757,0.0006490134994807892,0.0,0.0,0.0,0.06178608515057113,0.018518518518518517,0.0,0.0,0.011191877235490942,0.0,0.10197300103842159,0.0,0.0,0.01689432063263839,0.0,0.0,0.0,0.033549005511622335,0.02016724053123463,0.029992059128947528,0.0008653513326410523,0.04423676012461059,0.0,0.0,0.0,0.042488750432675665,0.008358442708067345,0.0,0.024604822891427253,0.011987854410662881,0.022168043704004697,0.03121754932502596,0.08653513326410522,0.014092864560154279,0.0,0.0,0.0,0.0,0.005804946972405222
95,0.0,0.010384215991692628,0.0,0.06600207684319834,0.01616043613707165,0.009779565440277613,0.0,0.0,0.00861889927310488,0.02961578400830737,0.05017215937038859,0.003483736977858172,0.20706126687435097,0.0,0.04318612180074522,0.0,0.0,0.01723779854620976,0.0,0.02453271028037383,0.0,0.0,0.042964693665628245,0.0,0.02383854801571177,0.0,0.009254932502596054,0.017480096919349257,0.023883696780893044,0.012297097884899164,0.0,0.01107649705780547,0.02826814353294104,0.0,0.016429313158285122,0.03308114523067794,0.01557632398753894,0.009812857382542728,0.019112570514439674,0.0,0.0646417445482866,0.01442859485161502,0.11157263182185301,0.013499480789200415,0.0,0.0,0.0,0.08234683281412253,0.004499826929733472,0.0,0.0,0.05924772124149071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05487658758686796,0.02552330983221293,0.0,0.017999307718933887,0.0033229491173416407,0.0,0.04935964001384562,0.0,0.0,0.012665338848884123,0.0822660666897427,0.018085842852197994,0.017784612957924207,0.1026682920222132,0.023916147455867082,0.1208030460366909,0.01898828067052366,0.0,0.010384215991692628,0.0,0.0,0.019610847249885092
96,0.0,0.0019284972556000593,0.04146269099540128,0.0005399792315680166,0.012331256490134996,0.0,0.0,0.0,0.05645552094150225,0.0,0.008935891129693393,0.021773356111613573,0.0,0.0,0.035733919736118745,0.0,0.0,0.013153340256143994,0.0,0.02057372793354102,0.0,0.0,0.04815680166147456,0.0,0.0,0.0,0.0,0.012749509634244836,0.020198974977389206,0.010074511304221092,0.0,0.009316949348101997,0.0,0.0,0.01053786000381461,0.036789793799139596,0.012127280818869605,0.010896624903073093,0.015688585782043726,0.0,0.04932502596053998,0.06380827458053233,0.04349832698742356,0.006100726895119419,0.15290758047767394,0.0,0.0,0.06967808930425753,0.002033575631706473,0.0,0.0,0.04822891427252798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04073807812125569,0.022134776192818496,0.038604850039704354,0.008134302526825891,0.0,0.12232606438213915,0.0,0.0,0.0,0.0,0.0,0.014624437521633784,0.006532854870723083,0.0,0.019957165109034267,0.09968847352024922,0.01597191316817485,0.0,0.0019284972556000593,0.0,0.0,0.006417785948964132
97,0.0,0.02091677792612372,0.0,0.005856697819314641,0.020963136033229492,0.0013407468748767696,0.0,0.0,0.011180339217722395,0.0,0.012597693610974476,0.005862057414665193,0.0,0.0008857125404679006,0.026876794331439743,0.0,0.0,0.02236067843544479,0.0,0.029270508826583594,0.0,0.0,0.03452751817237799,0.0,0.0,0.0,0.0,0.0060766893581016114,0.0,0.014993350458180758,0.0,0.013182185300565363,0.0,0.05407484327525865,0.010982897832030008,0.06927755525886367,0.02091677792612372,0.018795884404177267,0.0,0.0,0.08385254413291797,0.019811991036781985,0.059190031152647975,0.022715472481827623,0.0,0.0,0.0,0.09750778816199376,0.007571824160609207,0.0,0.0,0.021172262605284414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07229011901909098,0.029567688692135323,0.13664406572597887,0.030287296642436828,0.010695742471443406,0.0,0.007130494980962271,0.0,0.0,0.0017363771002502427,0.0,0.02232606438213915,0.010055601561575771,0.0,0.028686396677050884,0.14641744548286603,0.06334371754932502,0.0,0.02091677792612372,0.0,0.0,0.008732955415964456
98,0.0,0.018394896899569798,0.0,0.029906542056074768,0.01985981308411215,0.019177938141619676,0.0,0.0,0.01059190031152648,0.024755970924195222,0.012133136579767174,0.025257093089471744,0.061889927310488056,0.00033595992914299674,0.02583837273227048,0.0,0.08716251298026999,0.06244375216337833,0.0,0.02816718587746625,0.0,0.0,0.0330564209068882,0.0,0.0,0.0,0.0,0.005422868351217261,0.0,0.025213605144741396,0.0,0.033979462328371984,0.0,0.0,0.013690211287007014,0.02652695176059662,0.01965583741284676,0.011399964630181338,0.0,0.0,0.0794392523364486,0.0,0.05722856813199492,0.09787123572170302,0.0,0.0,0.0,0.09397715472481828,0.006836275527864313,0.0,0.0,0.02013384100611515,0.0,0.0,0.0,0.0,0.023803818196341562,0.0,0.0,0.0,0.06821631120696542,0.02863857462972072,0.0,0.027345102111457253,0.008930425752855659,0.12377985462097611,0.005953617168570439,0.0,0.0,0.0014469809168752021,0.06876658590054228,0.03853697934694819,0.009608685936616849,0.0,0.02758307372793354,0.14053305642090688,0.0512287988923503,0.0,0.018394896899569798,0.0,0.0,0.008443559232589415
99,0.0,0.014241210502892745,0.0,0.003987538940809969,0.053024402907580474,0.0007492409006664301,0.0,0.0,0.009657320872274144,0.0,0.011340656938295895,0.004354671222322715,0.0,0.0,0.02409748946307495,0.0,0.0,0.019314641744548288,0.0,0.026285046728971962,0.0,0.0,0.030546902042229145,0.0,0.0,0.0,0.0,0.004345986692819507,0.0,0.01335373740686087,0.0,0.011855313257182415,0.0,0.0,0.009753745735054145,0.0249086323852679,0.017541907728823615,0.01057013426927315,0.0,0.0,0.07242990654205607,0.0,0.053767162801430714,0.01687435098650052,0.0,0.039748471212645665,0.0,0.08795430944963656,0.00562478366216684,0.0,0.0,0.018633898696203993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061586388689192424,0.0269443078100235,0.0,0.02249913464866736,0.0060228452751817235,0.0,0.004015230183454482,0.0,0.0,0.0009703283795516062,0.0,0.01973001038421599,0.01719310698371387,0.0,0.025733385254413293,0.1308411214953271,0.020323394155169858,0.0,0.014241210502892745,0.0,0.0,0.019661917164598336
100,0.0,0.004302032339415517,0.0,0.022512980269989616,0.013499480789200415,0.0166673238955269,0.0,0.14001384562132227,0.007199723087573555,0.028161993769470404,0.0279554025250041,0.0021103406692794696,0.07040498442367601,0.0,0.019760552195956266,0.0,0.0,0.01439944617514711,0.0,0.02174195223260644,0.0,0.0,0.02459761163032191,0.0,0.0,0.0,0.008800623052959502,0.0017691627245105957,0.039058051117140655,0.010748574447541492,0.0,0.026854736356293988,0.0,0.0,0.011570983533600357,0.037261803616943805,0.012794837561192702,0.021103991801457417,0.0,0.0,0.05399792315680166,0.0,0.045921310718818505,0.008177570093457943,0.0,0.026537440867658937,0.0,0.0735202492211838,0.024922118380062305,0.0,0.0,0.10453444098303911,0.032245723342624474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04489176451793274,0.04836858501393671,0.0,0.010903426791277258,0.0,0.0,0.03551401869158879,0.0,0.0,0.011541800725192789,0.07822776047075113,0.015662859120803046,0.007058637958910052,0.023161316537992686,0.021125389408099687,0.1059190031152648,0.016861988824605646,0.0,0.004302032339415517,0.0,0.0,0.018317076077149618
101,0.5467289719626168,0.023883696780893044,0.053256193443109334,0.007393561786085151,0.022131360332294913,0.00933264981531869,0.0,0.0,0.011803392177223954,0.06180685358255452,0.013007596873804449,0.05111714065588048,0.0,0.0014965487752733493,0.028037383177570093,0.0,0.0,0.023606784354447907,0.03448652784609499,0.07690809968847352,0.0,0.09319833852544133,0.06548546209761164,0.07455867082035306,0.0,0.0,0.01773104880581516,0.02065305180569978,0.024051184135597762,0.015594541910331383,0.0,0.013614860966885889,0.0,0.0,0.015242545616377392,0.0448813906757832,0.022214804925085298,0.01572143093589447,0.020150992113608938,0.0,0.08852544132917965,0.0,0.06080535364024461,0.025311526479750778,0.18639667705088267,0.0,0.0,0.10072689511941849,0.00843717549325026,0.00042758536436381404,0.0,0.09893850236529364,0.0,0.0,0.0,0.0,0.028676411853981947,0.0,0.0,0.0,0.13403626487738637,0.030332841449417936,0.04703439008001955,0.03374870197300104,0.01277258566978193,0.0,0.008515057113187955,0.0,0.0014710972654897888,0.012086546482134041,0.0,0.044507903542171455,0.010712830421809483,0.0,0.029692367601246106,0.15195569401176878,0.02333976165751867,0.0,0.023883696780893044,0.0,0.0,0.02119401460599561
102,0.0,0.01913662661326213,0.0,0.005358255451713396,0.01998961578400831,0.001183011948420679,0.0,0.0,0.031187262028383525,0.030114226375908618,0.01210580969557851,0.005460087763373866,0.0,0.0004886689878443589,0.025777289108789934,0.0,0.0,0.02132225683627553,0.0,0.07522066458982347,0.0,0.0,0.04880581516095535,0.0,0.0,0.0,0.0,0.005615168647359717,0.0,0.027581935107759012,0.0,0.029768085842852197,0.02949886542825276,0.02280681512249529,0.016911437472185136,0.04447681083195102,0.046691885476932204,0.011427172182998,0.037467373915972046,0.0,0.07995846313603323,0.0,0.05711318795430945,0.02115784008307373,0.0,0.0,0.0,0.09387331256490135,0.007052613361024576,0.0,0.0,0.02030691127264336,0.0,0.0,0.0,0.05456433493816672,0.0,0.0,0.0,0.0,0.06877546129882578,0.02858392086134339,0.0,0.028210453444098303,0.00944963655244029,0.0,0.00629975770162686,0.0,0.06273797161647629,0.024683792111400506,0.0,0.021403022960655358,0.009648119668230872,0.0,0.027518172377985463,0.14018691588785046,0.02170795628739554,0.0,0.01913662661326213,0.0,0.0,0.05375959688813986
103,0.08592938733125649,0.0,0.0,0.0,0.0012980269989615785,0.0,0.028383523710626513,0.0,0.0006922810661128419,0.0,0.013280865715691098,0.019997990151743545,0.0,0.0,0.008337914605094374,0.0,0.0,0.0013845621322256837,0.0,0.00960539979231568,0.0,0.0,0.026155244029075805,0.0,0.014808794979457312,0.0,0.0042575285565939775,0.0,0.0,0.003953289245960175,0.0,0.004442136840890735,0.0,0.0,0.008450420666709051,0.011031543741824116,0.005859664738169411,0.015258902538011218,0.0,0.04132917964693666,0.09034267912772585,0.0,0.02411445713626399,0.0,0.0,0.018172377985462097,0.0,0.03447559709241952,0.0,0.0,0.0,0.03813314872504903,0.0,0.0,0.0,0.0309638440479562,0.013100087866443007,0.0,0.0,0.0,0.012620816359134117,0.01289828933704979,0.0,0.10851505711318796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01430714203299873,0.006808890992021242,0.0,0.00898883696780893,0.04119072343371409,0.00761509172724126,0.0,0.0,0.0,0.0,0.0035578707250225558
104,0.0,0.021510161697077586,0.0,0.006064382139148494,0.020963136033229492,0.009726987131458916,0.0,0.0,0.011180339217722395,0.03227414330218069,0.03383068262556703,0.005929052356547081,0.0,0.0010078797874289902,0.02684625251969947,0.0,0.0,0.02236067843544479,0.0,0.029270508826583594,0.0,0.0,0.03454915195569401,0.0,0.028624317124926635,0.0,0.01009865005192108,0.006192069535787085,0.026027534921113454,0.014956914612595872,0.0,0.031469943463712936,0.0,0.0,0.01845317566278848,0.0372483176221494,0.04457795579290907,0.011944115686514576,0.017793494429008447,0.0,0.08385254413291797,0.0,0.05895927079727703,0.022975077881619937,0.0,0.0,0.0,0.09740394600207684,0.007658359293873313,0.04746197544438336,0.0,0.021114572516441676,0.0,0.0,0.0,0.0,0.03103283009825066,0.0,0.0,0.0,0.07260963335729691,0.029458381155380662,0.0,0.03063343717549325,0.011111111111111112,0.0,0.007407407407407408,0.0,8.653513326410523e-05,0.02749263742062884,0.0,0.022354909426560515,0.010055601561575771,0.09675380378346653,0.05662642782969886,0.14607130494980963,0.022598031943826338,0.0,0.021510161697077586,0.0,0.0,0.008698908806155627
105,0.0,0.012609405132769619,0.0,0.0035306334371754933,0.01732866043613707,0.0006177951286196879,0.0,0.0,0.009241952232606439,0.0,0.011094714980597912,0.003986199041972331,0.0,0.0,0.0234866532282695,0.0,0.047118380062305294,0.018483904465212878,0.0,0.02570093457943925,0.0,0.0,0.02974645205953617,0.0,0.0,0.0,0.0,0.003922926041306104,0.0,0.012971161028219562,0.0,0.0115957078573901,0.0,0.0,0.013610740246254265,0.024450108562258096,0.016837264500815904,0.017526198606066377,0.0,0.0,0.06931464174454828,0.0,0.05284412137994692,0.015446521287642782,0.0,0.0,0.0,0.15472481827622014,0.061396677050882656,0.0,0.0,0.01794161763009115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05895039539899353,0.026507077663004863,0.0,0.020595361716857045,0.004984423676012461,0.0,0.0033229491173416407,0.0,0.0,0.0008000953305074647,0.0,0.019124264451367255,0.008583408914652261,0.0,0.025084371754932503,0.12703357563170647,0.019878356326954456,0.0,0.012609405132769619,0.0,0.0,0.007796673646221677
106,0.0,0.02551550215101617,0.0,0.008348909657320873,0.06619937694704049,0.0017482287682216702,0.0,0.0,0.0122533748701973,0.0,0.0514838498114445,0.006866981542893512,0.0,0.0018630505161566183,0.029442306517622627,0.0,0.0,0.06985115957078573,0.0,0.0314122533748702,0.0,0.0,0.03792402215299412,0.0,0.0,0.0,0.029439252336448597,0.048901965309026574,0.0,0.016159297516897122,0.0,0.01413407176647052,0.027037421637629323,0.0,0.015745862207811472,0.029534328599749162,0.023290313009939178,0.023316872763879254,0.020319384805366113,0.0,0.09190031152647975,0.0,0.06288219683858313,0.026609553478712356,0.0,0.0,0.0,0.10425752855659398,0.008869851159570785,0.0011605888461303524,0.0,0.022960655359409252,0.0,0.0,0.0,0.0,0.028916047607636393,0.0,0.0,0.0,0.07987858455148175,0.03120730174345521,0.0,0.03547940463828314,0.01391484942886812,0.0,0.00927656628591208,0.0,0.0025095188646590515,0.02805440648247451,0.0,0.02500865351332641,0.011251758087201125,0.0,0.05428997923156802,0.1574939425406715,0.024229837313949464,0.0,0.02551550215101617,0.0,0.0,0.08361847369048227
107,0.0,0.0,0.0,0.0,0.007658359293873313,0.0,0.06169955001730703,0.0,0.0040844582900657666,0.0,0.021970814887686506,0.0,0.0,0.0,0.07171217396615967,0.0,0.0,0.008168916580131533,0.0,0.015835929387331256,0.0,0.0,0.04000086535133264,0.0,0.05494604722560838,0.0,0.0,0.0,0.0,0.007469348344901715,0.0,0.06146878966193608,0.04861351486481289,0.0,0.008317968932121136,0.024450108562258096,0.009382880878207982,0.006162510712973922,0.0,0.0,0.03063343717549325,0.015057113187954309,0.034960193838698514,0.0,0.0,0.0,0.0,0.05430944963655244,0.0,0.0,0.0,0.009230414214837892,0.0,0.0,0.0,0.0673086000188804,0.0,0.0,0.0,0.0,0.06262481028836168,0.018035743564518772,0.033657076537780224,0.0,0.0,0.0,0.0,0.0,0.0,0.019900243433260134,0.0,0.010441906080535364,0.013985830145773362,0.0,0.015251817237798546,0.07511249567324334,0.04321811798447312,0.0,0.0,0.0,0.0,0.005158061386037485
