Cell,ATF2(+),ATF4(+),BCL11A(+),BCLAF1(+),BPTF(+),CHURC1(+),CREB3L2(+),CUX1(+),DBP(+),DNMT1(+),E2F4(+),ELF1(+),ELF2(+),ELK3(+),EP300(+),ERF(+),ETS1(+),ETS2(+),ETV7(+),FLI1(+),FOXJ2(+),GPBP1L1(+),HES1(+),HLTF(+),HMGXB4(+),HOXB2(+),HSF1(+),IKZF1(+),ING4(+),JUN(+),JUND(+),KLF10(+),KLF12(+),KLF13(+),KLF2(+),KLF3(+),KLF4(+),KLF6(+),MAFB(+),MAFG(+),MAX(+),MECP2(+),MXD4(+),MYC(+),MZF1(+),NFATC1(+),NFE2L1(+),NFIC(+),NFKB2(+),NFYA(+),NR1H3(+),NR3C1(+),PATZ1(+),PLAGL2(+),PRDM1(+),RELA(+),RFXANK(+),RFXAP(+),RXRA(+),SP2(+),SPIB(+),SREBF2(+),STAT1(+),STAT3(+),STAT5A(+),TBX21(+),TCF3(+),TCF7(+),TCF7L2(+),TFDP1(+),TFDP2(+),USF2(+),YY1(+),ZBTB7A(+),ZBTB7B(+),ZNF18(+),ZNF576(+),ZNF580(+),ZNF740(+),ZNF846(+),ZNF880(+),ZNF90(+)
10,0.0,0.009642486278000297,0.0,0.028203530633437175,0.0157061266874351,0.018770456248274774,0.05287296642436829,0.0,0.008376600899965387,0.0,0.010356889107503962,0.003316249623153452,0.0,0.0,0.02186793720603506,0.0,0.0,0.016753201799930773,0.0,0.02394859813084112,0.0,0.0,0.027561439944617516,0.0,0.0,0.0,0.027024922118380063,0.0031537248567362793,0.0,0.012005611120220073,0.0,0.010816891658013153,0.0,0.023614476366293605,0.012100790471952021,0.03130099391781635,0.015094199673638927,0.018473928362513433,0.0,0.0494288681204569,0.0628245067497404,0.0,0.12057228568131995,0.012850467289719626,0.0,0.0,0.0,0.08047767393561786,0.004283489096573208,0.0,0.0,0.016441675320179993,0.0,0.0,0.15861889927310488,0.0,0.0,0.0,0.0,0.0,0.053199137311286844,0.025086079685194294,0.0,0.017133956386292833,0.0029075804776739354,0.0,0.0019383869851159572,0.0,0.06178608515057113,0.00045962923241918186,0.08699665397484713,0.017624322141456098,0.015957516726474493,0.0,0.02336448598130841,0.11803392177223954,0.018543242842308263,0.0,0.009642486278000297,0.0,0.0,0.02819059292170982
11,0.0,0.016169707758492805,0.0,0.0045275181723779855,0.018756490134994808,0.0009201204043271948,0.0,0.0,0.010003461405330564,0.02554517133956386,0.011668579548559873,0.004790138344554986,0.0,0.0,0.024769409321360944,0.0,0.0,0.02000692281066113,0.0,0.02706386292834891,0.0,0.0,0.03162859120803046,0.0,0.0,0.0,0.0,0.004845967462789893,0.0,0.013736313785502177,0.0,0.012201453790238837,0.0,0.0,0.013578951829953166,0.025596418119782607,0.01846906987093903,0.010883021126664762,0.0,0.0,0.07502596053997923,0.0,0.05526710511134187,0.01856178608515057,0.0,0.0,0.0,0.09044652128764279,0.006187262028383524,0.0,0.0,0.019153109495788623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06430226056394281,0.027654806798928785,0.0,0.024749048113534095,0.007372793354101765,0.0,0.004915195569401177,0.0,0.0,0.03411470302844594,0.0,0.020364601361486098,0.01719310698371387,0.0,0.14683930425752856,0.1343025268258913,0.02091677792612372,0.0,0.016169707758492805,0.0,0.0,0.008154163049214375
12,0.0,0.01720812935766207,0.0,0.004818276220145379,0.019340602284527518,0.0010121324447599142,0.0,0.0,0.010314987885081343,0.0,0.011941848390446522,0.005024620641141593,0.0,0.00012216724696108972,0.025380245556166393,0.0,0.0,0.020629975770162685,0.0,0.0277128764278297,0.0,0.0,0.03245067497403946,0.0,0.0,0.0,0.008541017653167187,0.0051151878773893315,0.0,0.014082454318558597,0.0,0.012489904234452521,0.0,0.0,0.01418822980905758,0.02618980189073647,0.01909954012757751,0.011173235023375822,0.0,0.0,0.07736240913811007,0.03779308083292343,0.05653628706588208,0.019470404984423675,0.0,0.0,0.0,0.09262720664589824,0.006490134994807892,0.0,0.0,0.019672320295373254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06637910376228133,0.02831065201945674,0.0,0.02596053997923157,0.00809968847352025,0.0,0.0053997923156801665,0.0,0.0,0.001310794477639889,0.0,0.020912657205492097,0.009411517278546735,0.0,0.027096313603322947,0.13776393215645552,0.02141126440191861,0.0,0.01720812935766207,0.0,0.0,0.019542754030267437
13,0.0,0.032487761459724075,0.0,0.01229491173416407,0.02602544132917965,0.002379168474046032,0.0,0.0,0.013880235375562478,0.0,0.014756517461878997,0.00870934244464543,0.0,0.003298515667949423,0.034390080019546757,0.0,0.0,0.027760470751124956,0.0,0.03439771547248183,0.0,0.0,0.0430079612322603,0.003115264797507788,0.0,0.0,0.0009994807892004154,0.009076573977923927,0.0002344822965866077,0.01785356433659434,0.0,0.015460943809853467,0.0,0.0,0.013420009748447665,0.032717023371228976,0.026776442664293132,0.021956495123046156,0.0,0.0,0.1041017653167186,0.00019128818932065365,0.0683050651898004,0.03284008307372793,0.0,0.0,0.0,0.11391484942886812,0.010946694357909311,0.004092602773196506,0.0,0.025672089535017883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106158638868919,0.03383068262556703,0.0,0.043786777431637246,0.01889927310488058,0.0,0.01259951540325372,0.0,0.006663205261336102,0.00308121818769896,0.0,0.029075804776739357,0.013131432627469538,0.0,0.033813603322949116,0.1737625475943233,0.026504475102605944,0.0,0.032487761459724075,0.0,0.0,0.010077796503413172
14,0.0,0.004153686396677051,0.0,0.03314641744548286,0.013564382139148495,0.0,0.0,0.0,0.007234337140879197,0.0,0.009455101929278023,0.09734365055438314,0.12731048805815162,0.023517195040009774,0.03466495632520921,0.0,0.0,0.014468674281758393,0.0,0.021806853582554516,0.0,0.0,0.03805382485289027,0.06448598130841121,0.0,0.0,0.0,0.01653782546825122,0.026295514688641008,0.010821446138711265,0.0,0.009865005192107996,0.0,0.0,0.010574946489499226,0.021240441801189464,0.012831924046877318,0.008692813124923478,0.0,0.0,0.05425752855659398,0.07271683882603705,0.045921310718818505,0.008047767393561786,0.0,0.0,0.0,0.07362409138110072,0.002682589131187262,0.0,0.0,0.014595592477212415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04497164310248422,0.023282505328742417,0.0,0.010730356524749048,0.0,0.0,0.05330564209068882,0.10193838698511595,0.0,0.0,0.09588092765662859,0.015720549209645784,0.017166817829304522,0.0,0.021222741433021806,0.10661128418137764,0.09607872224694655,0.0,0.004153686396677051,0.0,0.0,0.015031578230597689
15,0.0,0.013054442960985017,0.0,0.003655244029075805,0.01745846313603323,0.0006440842830290364,0.0,0.0,0.009311180339217722,0.0,0.06768869213532273,0.004086691454795163,0.0,0.0,0.023547736851750045,0.0,0.04874091381100727,0.018622360678435444,0.0,0.025765835929387332,0.0,0.0,0.046079958463136034,0.0,0.0,0.0,0.010280373831775701,0.018480058459290027,0.048202860684018356,0.012989378951012006,0.0,0.011624552901811469,0.0,0.10488058151609553,0.020249221183800622,0.042157219727313185,0.016948523957869752,0.010325266293923193,0.0,0.05199030806507442,0.06983385254413292,0.0,0.05272874120226145,0.015835929387331256,0.0,0.0,0.0,0.08629283489096573,0.005278643129110419,0.0,0.0,0.01794161763009115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05942966690630242,0.026507077663004863,0.0,0.021114572516441676,0.005192107995846314,0.0,0.003461405330564209,0.0,0.0,0.012341896055700253,0.09138110072689512,0.04087342794507903,0.01850756470418129,0.03390672265113549,0.025149273104880583,0.1273797161647629,0.019927804974533947,0.0,0.013054442960985017,0.0,0.0,0.019287404456701223
16,0.0,0.01898828067052366,0.0,0.0053167185877466255,0.020119418483904465,0.0011698673712160048,0.0,0.0,0.010730356524749048,0.0,0.012242444116521834,0.005426590292432921,0.0,0.0004886689878443589,0.026052165414452384,0.0,0.0,0.021460713049498096,0.0,0.028426791277258567,0.0,0.0,0.03340256143994462,0.0,0.0,0.0,0.00843717549325026,0.005576708588131226,0.0,0.014501466542784792,0.0,0.031556478596977036,0.024999038498519286,0.0,0.010622629113950876,0.026715755687718303,0.019952529298323692,0.01526797172228344,0.0,0.0,0.08047767393561786,0.017762474722632125,0.13268720433829467,0.02102803738317757,0.0,0.0,0.0,0.09480789200415368,0.007009345794392523,0.0,0.0,0.020422291450328832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06917485422158319,0.02880253593485271,0.0,0.028037383177570093,0.009345794392523364,0.0,0.006230529595015576,0.0,0.0,0.0015150741364928586,0.0,0.021576093227183568,0.009700697977049567,0.0,0.027810228452751818,0.14157147802007616,0.021955199525292984,0.0,0.01898828067052366,0.0,0.0,0.008511652452207072
17,0.0,0.012461059190031152,0.0,0.02853582554517134,0.017133956386292833,0.0005915059742103396,0.0,0.0,0.009138110072689512,0.0,0.010958080559654589,0.003919204100090443,0.0,0.0,0.02321177692260705,0.0,0.0,0.018276220145379024,0.0,0.025376427829698858,0.0,0.2602544132917965,0.04640446521287643,0.0,0.0,0.022308160561463817,0.010241433021806854,0.0038652359524633667,0.0,0.034614053305642094,0.0,0.011451482635283259,0.0,0.0,0.009388178947591497,0.024126444687192352,0.016577659101023587,0.015807588186480568,0.0,0.0,0.06853582554517133,0.0,0.05203646013614861,0.015186915887850467,0.0,0.0,0.0,0.08494288681204569,0.0050623052959501555,0.0,0.0,0.01776854736356294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058231488138030196,0.026179155052740887,0.0,0.020249221183800622,0.004776739356178609,0.0,0.0031844929041190723,0.11041883004499826,0.0,0.0007660487206986365,0.0,0.03686396677050883,0.008478252297014866,0.0,0.024792315680166148,0.1256490134994808,0.019631113089057014,0.0,0.012461059190031152,0.0,0.0,0.007677510511890778
18,0.0,0.017801513128615932,0.0,0.004984423676012461,0.01966510903426791,0.0010778553307832853,0.0,0.0,0.010488058151609553,0.0,0.012051155927201181,0.005158610524905369,0.0,0.017469916315435832,0.025685663673569115,0.0,0.0,0.020976116303219106,0.030715417828059245,0.027972481827622013,0.11301488404292143,0.0,0.032775181723779856,0.0,0.0,0.0,0.009332814122533749,0.019095419406945886,0.0,0.01426463354648303,0.0,0.012605284412137995,0.0,0.0,0.016895543264034585,0.02636511982306375,0.01943331849873906,0.017535267790338597,0.0,0.0,0.07866043613707165,0.0,0.0568824275989385,0.01998961578400831,0.0,0.0,0.0,0.09335410176531672,0.006663205261336102,0.0,0.0,0.06149763470635745,0.0,0.0,0.0,0.0,0.04852624011502516,0.0,0.046664070612668744,0.0,0.0674175253614506,0.02847461332458873,0.0,0.02665282104534441,0.00861889927310488,0.0,0.005745932848736587,0.0,0.0,0.01363566722843573,0.0,0.021172262605284414,0.009503529318979456,0.0,0.027420820353063344,0.13984077535479406,0.02160905899223656,0.0,0.017801513128615932,0.0,0.0,0.02063224554414994
19,0.0,0.0005933837709538644,0.04153686396677051,0.00016614745586708205,0.011941848390446522,0.0,0.0,0.0,0.032571824160609206,0.0,0.00879925670875007,0.0291093022476803,0.0,0.0,0.03545904343045629,0.0,0.05393302180685358,0.012737971616476289,0.0,0.020249221183800622,0.0,0.0,0.03463568708895812,0.0,0.0,0.0,0.01905503634475597,0.0008076612437983154,0.0,0.03266473556685067,0.0,0.029681550709588094,0.0,0.0,0.01420412401720813,0.02946689862577713,0.011941848390446522,0.013472273236383753,0.015716651230669922,0.0,0.04776739356178609,0.0,0.04303680627668167,0.004932502596053998,0.0,0.0,0.0,0.06863966770508827,0.0016441675320179993,0.0,0.0,0.013153340256143994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039140506430226055,0.06727878887249276,0.0,0.006576670128071997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01430714203299873,0.006414553675881015,0.03751862386563728,0.019632658359293873,0.09795777085496711,0.015724669930277407,0.0,0.07417297136923305,0.0,0.0,0.006349692729346475
20,0.0,0.0,0.02863076694852396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016505438049953546,0.0,0.0,0.0,0.01594282572842221,0.0,0.0,0.0,0.0,0.005127206645898235,0.0,0.0,0.014905676704742125,0.0,0.0,0.0,0.004075804776739357,0.0050574977885465945,0.0,0.001512087591772786,0.0,0.0024229837313949464,0.0,0.0,0.012672981965371819,0.007295923183773651,0.003263610740246254,0.0037954536179243357,0.010833263169711768,0.0,0.0,0.0,0.01615322487596631,0.0,0.0,0.0,0.0,0.020145379023883695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005591500918603723,0.009127179319014045,0.0,0.0396330910349602,0.0,0.0,0.0,0.0,0.06507442021460713,0.0,0.0,0.0022787585092881044,0.0015904938417655797,0.0,0.021287642782969886,0.017999307718933887,0.004153686396677051,0.0,0.0,0.0,0.0,0.00238326268661798
21,0.0,0.0,0.0,0.0,0.010578920041536865,0.0,0.0,0.0,0.005642090688819661,0.02047767393561786,0.008143411488222113,0.0005359595350551033,0.0,0.0,0.016889621892370657,0.0,0.0,0.011284181377639322,0.0,0.018691588785046728,0.0,0.0,0.03502509518864659,0.0,0.0,0.0,0.00711318795430945,0.0003076804738279297,0.0,0.018035743564518772,0.0,0.0242875274027922,0.07303565247490482,0.0,0.01052196579566406,0.02764628932853232,0.011051772734015725,0.007395919773995928,0.0,0.0,0.04231568016614746,0.03353008689949172,0.10349601938386985,0.0020768431983385254,0.0,0.0,0.0,0.06365524402907581,0.0006922810661128419,0.0,0.0,0.011941848390446522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03522645578720345,0.020549816909875937,0.030114226375908618,0.0027691242644513675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013009115034037153,0.005796758547261327,0.0,0.01807502596053998,0.08965039806161301,0.014537902388369679,0.03952492211838006,0.0,0.0,0.0,0.005941133411640536
22,0.0,0.005933837709538644,0.0,0.0016614745586708203,0.014343198338525442,0.006690589797179174,0.0,0.0,0.007649705780546902,0.0,0.009810351423730667,0.002478812849629853,0.0,0.0,0.020646264736424166,0.0,0.0,0.015299411561093804,0.0,0.022715472481827623,0.0,0.0,0.025744202146071305,0.0,0.0,0.0,0.009034267912772585,0.002192223376023999,0.0,0.011276894208522344,0.0,0.010239990769585785,0.0,0.0,0.011973636806747621,0.021941713530498577,0.013388221332146566,0.009037442127267863,0.0,0.0,0.05737279335410177,0.0,0.04742125302872966,0.00960539979231568,0.0,0.0,0.0,0.07642782969885774,0.0032017999307718936,0.0,0.0,0.01523018345448252,0.0,0.0,0.0,0.0,0.0,0.0,0.04374350986500519,0.0,0.04800702931544053,0.0239930043176477,0.0,0.012807199723087574,0.00020768431983385254,0.0,0.00013845621322256836,0.0,0.0,0.011865243518376657,0.08030460366908965,0.016470520364601362,0.01650958896907081,0.0,0.022066458982346833,0.1111111111111111,0.01755426989071849,0.0,0.005933837709538644,0.0,0.0,0.006996578315714212
